Track,Vehicle,Description,Translation,Rotation,Timestamp
LVMS,TUM,High speed multi-agent laps with Polimove,"[-6.743412228570044, -328.4715349366049, 5.7498843547325365]","[0.8954375279319675, 0.0, 0.0, -0.44518718936093266]",16415986115.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[14.352662025695642, -311.98703094493055, 5.747392677240871]","[0.9019068751187012, 0.0, 0.0, -0.4319305367922249]",16415986120.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[28.193742342926104, -300.71831987182736, 5.714757990878695]","[0.9040957869396148, 0.0, 0.0, -0.4273298585847222]",16415986125.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[48.783216073502125, -283.61890329640374, 5.691518298108495]","[0.905656536734987, 0.0, 0.0, -0.42401207231538707]",16415986130.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[62.44386754971831, -272.1729335373547, 5.66301173147296]","[0.9061619215568784, 0.0, 0.0, -0.42293093043704627]",16415986135.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[82.96797411371122, -254.97842579721544, 5.632238982511673]","[0.9059718923610782, 0.0, 0.0, -0.42333784410525677]",16415986140.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[96.67012779269275, -243.58423606091034, 5.553958561943659]","[0.9055042741576605, 0.0, 0.0, -0.42433714129475925]",16415986145.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[117.24685833767677, -226.447108819204, 5.520754890422555]","[0.9058485700449336, 0.0, 0.0, -0.4236016621161315]",16415986150.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[130.89815047873446, -215.0309011287135, 5.480435615814418]","[0.9058711781715078, 0.0, 0.0, -0.42355331253357503]",16415986155.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[151.41196081453973, -197.91739787979031, 5.416834028648857]","[0.9056231953187537, 0.0, 0.0, -0.42408327967587983]",16415986160.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[165.13845175018855, -186.5139709248412, 5.374414732255694]","[0.9049899787933481, 0.0, 0.0, -0.425432883406555]",16415986165.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[185.73987363823082, -169.45349486739514, 5.316762711093141]","[0.9048640322022647, 0.0, 0.0, -0.4257006967655312]",16415986170.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[199.4672787935003, -158.08385341046755, 5.3131255156867]","[0.9049379584418552, 0.0, 0.0, -0.425543524649462]",16415986175.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[220.03623107457204, -141.07647704058996, 5.234037196050593]","[0.9049590763786401, 0.0, 0.0, -0.42549861348765694]",16415986180.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[233.74491939078655, -129.71423443178554, 5.183848520523661]","[0.9051637443188588, 0.0, 0.0, -0.42506304940639517]",16415986185.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[254.42570101982756, -112.58343465888207, 5.140658759746138]","[0.9051895180292432, 0.0, 0.0, -0.4250081604510512]",16415986190.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[268.17635082511174, -101.15575021070376, 5.094233983185703]","[0.9054942480943328, 0.0, 0.0, -0.4243585355192928]",16415986195.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[288.7158965996829, -83.95381911885184, 5.065313823243294]","[0.9075394880479184, 0.0, 0.0, -0.4199667577722342]",16415986200.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[302.2103255785602, -72.29929498425999, 5.024945737750734]","[0.9107553334809902, 0.0, 0.0, -0.41294639184273085]",16415986205.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[321.9085755296621, -54.2904315850681, 4.968495538612519]","[0.919182832138723, 0.0, 0.0, -0.39383108193924515]",16415986210.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[334.4877525052759, -41.7900333453738, 4.916372793404715]","[0.9263996007424431, 0.0, 0.0, -0.37654186984217586]",16415986215.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[352.20062070121844, -22.071617413939038, 4.941283988741629]","[0.9398036766622908, 0.0, 0.0, -0.34171486554149266]",16415986220.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[363.10822016380274, -8.120595717874615, 4.9259104658781245]","[0.9496974138764683, 0.0, 0.0, -0.31316899922621333]",16415986225.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[377.8265135294977, 14.080788163713576, 4.9131823212040455]","[0.9635198538577029, 0.0, 0.0, -0.2676368644675672]",16415986230.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[386.4160962477204, 29.654430593202783, 4.885161566014249]","[0.9719590776802062, 0.0, 0.0, -0.23515006126948557]",16415986235.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[397.2875357020827, 53.99939162887427, 4.786696328616905]","[0.98300322320267, 0.0, 0.0, -0.18358829802893684]",16415986240.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[403.0613682801474, 70.74740532725839, 4.713533639527014]","[0.9886834923909396, 0.0, 0.0, -0.15001650533742972]",16415986245.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[409.4076591052427, 96.48406867515897, 4.664310278152726]","[0.9954654320189137, 0.0, 0.0, -0.09512399095600291]",16415986250.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[412.0548839741928, 113.90731401125394, 4.692846823993655]","[0.9982457647762669, 0.0, 0.0, -0.059206360352973275]",16415986255.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[413.4543009164702, 140.33312078540226, 4.6706688523754565]","[0.9999998101052743, 0.0, 0.0, 0.0006162705699682302]",16415986260.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[412.6206441204528, 157.97908576771758, 4.629023439492215]","[0.9991546667523695, 0.0, 0.0, 0.04110902464133021]",16415986265.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[408.7463187690646, 184.17883845140813, 4.568090207373949]","[0.9949318324789269, 0.0, 0.0, 0.10055172161690959]",16415986270.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[404.434215828194, 201.29304372131563, 4.57341429148812]","[0.9899175336547804, 0.0, 0.0, 0.1416448959999501]",16415986275.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[395.4452746909167, 226.2954926648293, 4.435578306829271]","[0.9803560909602582, 0.0, 0.0, 0.1972357343817847]",16415986280.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[387.858944040982, 242.38809007416265, 4.338709753595047]","[0.9721429127804193, 0.0, 0.0, 0.23438890146677638]",16415986285.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[374.04340578929555, 265.43014479191754, 4.219379576191072]","[0.9567874885740378, 0.0, 0.0, 0.29078807009261143]",16415986290.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[363.1508828584926, 280.0620104809762, 4.113620529377357]","[0.9437422573983882, 0.0, 0.0, 0.330681949311713]",16415986295.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[344.2602141842477, 300.80413322440336, 3.9649803783947686]","[0.9226072285613128, 0.0, 0.0, 0.38574071836716095]",16415986300.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[329.953134797754, 313.6209890919916, 3.8796595293451155]","[0.9052306865952581, 0.0, 0.0, 0.42492046790696925]",16415986305.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[306.08668296107504, 331.1919921711356, 3.8810397462237347]","[0.8811269174485192, 0.0, 0.0, 0.472879852972899]",16415986310.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[288.70632993688736, 341.62111164862495, 4.021123899925165]","[0.8603921585409079, 0.0, 0.0, 0.5096325475490328]",16415986315.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[260.4261611963203, 354.603613267666, 4.306051073906858]","[0.824063755816546, 0.0, 0.0, 0.5664970664968426]",16415986320.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[240.24205821342997, 361.11022691391094, 4.510624889221575]","[0.7960562765255972, 0.0, 0.0, 0.6052226074794314]",16415986325.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[208.5179095497355, 367.3394310176819, 4.761539915941086]","[0.7520434316450042, 0.0, 0.0, 0.6591135538885587]",16415986330.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[186.89141837034663, 369.1095850354206, 4.827853854129643]","[0.7221290725822711, 0.0, 0.0, 0.6917583411361725]",16415986335.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[154.26710506760054, 368.0957988604655, 4.731347581259328]","[0.6765127655368717, 0.0, 0.0, 0.7364309051538057]",16415986340.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[132.5654527881159, 365.4508620441287, 4.594969207412902]","[0.6535849953647199, 0.0, 0.0, 0.7568531256684476]",16415986345.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[100.05492053846288, 359.8306351800297, 4.4171415541744]","[0.6405991806247588, 0.0, 0.0, 0.7678754389761973]",16415986350.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[78.41208122230911, 355.71981921299096, 4.365151308025524]","[0.6372495007686716, 0.0, 0.0, 0.7706575593414228]",16415986355.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[46.180736757796396, 349.1714849399821, 4.43220132510293]","[0.630286675333304, 0.0, 0.0, 0.7763624842155179]",16415986360.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[24.90505965810637, 344.4900940222432, 4.43180564521721]","[0.6226270226693796, 0.0, 0.0, 0.7825187477893829]",16415986365.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-6.624873694983183, 336.50138074350843, 4.284382965607158]","[0.6039525472971646, 0.0, 0.0, 0.7970202761619469]",16415986370.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-27.37207182041314, 330.1345780214787, 4.134564080559883]","[0.5870310112363484, 0.0, 0.0, 0.8095644457650238]",16415986375.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-58.05995511458025, 318.80008694409486, 3.9001506182201293]","[0.5566911521742971, 0.0, 0.0, 0.8307195441849515]",16415986380.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-78.17500180679642, 310.0073287810695, 3.7327896994738685]","[0.5402620531148548, 0.0, 0.0, 0.8414968294438914]",16415986385.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-107.8894657112852, 295.54052480019726, 3.522351100107853]","[0.519513813029708, 0.0, 0.0, 0.8544620518614818]",16415986390.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-127.19726264086395, 285.0320309597447, 3.448789708626732]","[0.5046061869433497, 0.0, 0.0, 0.8633496372261318]",16415986395.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-155.38710308587576, 268.23890009125915, 3.463847005999625]","[0.48456249256486383, 0.0, 0.0, 0.8747566466162612]",16415986400.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-173.55612594190023, 256.2895290766555, 3.517930868042427]","[0.46563672487173413, 0.0, 0.0, 0.8849759547302543]",16415986405.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-199.63618392519072, 236.75037797937853, 3.564158447510799]","[0.4317755178588492, 0.0, 0.0, 0.901981098570099]",16415986410.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-216.25869397843803, 222.6247537340341, 3.594339130658085]","[0.41089394368349663, 0.0, 0.0, 0.911683150576023]",16415986415.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-238.1177735570327, 202.025052329398, 3.6459273008005866]","[0.38443578644564075, 0.0, 0.0, 0.9231517351442945]",16415986420.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-254.93690077956103, 184.24139545567877, 3.772452981390664]","[0.35856138702366225, 0.0, 0.0, 0.9335061498113805]",16415986425.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-275.68260999145554, 159.3185055868098, 3.8276579333076484]","[0.3245554976775303, 0.0, 0.0, 0.94586665493995]",16415986430.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-288.3310292328374, 142.22420996059347, 3.871213035988788]","[0.3045798861057665, 0.0, 0.0, 0.9524867941235712]",16415986435.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-305.71143745837537, 115.97342717862227, 3.9500156325786477]","[0.27543484256894285, 0.0, 0.0, 0.9613197425929739]",16415986440.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-316.258524530121, 98.11608336063149, 4.02196266100222]","[0.2546554552956546, 0.0, 0.0, 0.9670318500898317]",16415986445.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-330.61656007378457, 70.80812750498016, 4.153698645108541]","[0.2289033876154007, 0.0, 0.0, 0.9734491456353503]",16415986450.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-339.43919079071645, 52.33571671449458, 4.293198248637417]","[0.21520416631436148, 0.0, 0.0, 0.976569079379918]",16415986455.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-351.9410501238616, 24.357742768745638, 4.484384435397354]","[0.20440077274326554, 0.0, 0.0, 0.9788872887630914]",16415986460.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-359.98976028813235, 5.688496712004308, 4.598076936592491]","[0.20028241849979836, 0.0, 0.0, 0.9797382062775094]",16415986465.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-371.649816589804, -22.267526164764966, 4.683722290542695]","[0.19373436290274781, 0.0, 0.0, 0.9810540232987511]",16415986470.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-379.24289986995956, -40.92085516638164, 4.737961875893685]","[0.189944575191994, 0.0, 0.0, 0.9817948147933624]",16415986475.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-390.0442980392666, -69.1841057676938, 4.787464198877139]","[0.1725123403893428, 0.0, 0.0, 0.9850073565275498]",16415986480.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-396.5090141682259, -88.3496288163954, 4.76611435730981]","[0.1518991988198462, 0.0, 0.0, 0.9883959901769578]",16415986485.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-404.32344703885224, -117.62981411593756, 4.688408477390546]","[0.109994215076783, 0.0, 0.0, 0.9939322273926138]",16415986490.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-407.8468421020889, -137.42746475276581, 4.743753923860339]","[0.07169790940250441, 0.0, 0.0, 0.9974263931675912]",16415986495.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-410.2848780559791, -167.46463041044976, 4.848467129983902]","[0.013352265643826244, 0.0, 0.0, 0.9999108545276307]",16415986500.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-409.8439666472345, -187.57093760156826, 4.965136029887532]","[-0.030231196823781052, 0.0, 0.0, 0.9995429329141404]",16415986505.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-405.9004560886879, -217.45646481411904, 5.147715202869307]","[-0.098074942980231, 0.0, 0.0, 0.9951790319130646]",16415986510.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-401.11844730079974, -236.96613734050794, 5.283326655642433]","[-0.13864132081273275, 0.0, 0.0, 0.9903426599734563]",16415986515.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-390.69666577585497, -265.2098026830084, 5.442486670151453]","[-0.20658277121525184, 0.0, 0.0, 0.9784291280603961]",16415986520.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-381.5793024070521, -283.09258508199537, 5.5629939333595715]","[-0.2524390573452915, 0.0, 0.0, 0.9676127956608577]",16415986525.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-364.9660533159765, -308.25692621285253, 5.630060717941708]","[-0.317359370653053, 0.0, 0.0, 0.9483053463197907]",16415986530.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-352.0528060592796, -323.68147832344437, 5.682781898284297]","[-0.35907437924597985, 0.0, 0.0, 0.9333089467958156]",16415986535.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-330.2654792719712, -344.5545633979912, 5.7448876372654425]","[-0.4206921840746679, 0.0, 0.0, 0.907203442596249]",16415986540.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-314.28041333875336, -356.79375790688243, 5.777386914180347]","[-0.4598444097549227, 0.0, 0.0, 0.8879995038383449]",16415986545.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-288.4061860335164, -372.38510732602145, 5.7898786418946315]","[-0.5182209733485361, 0.0, 0.0, 0.8552467613394954]",16415986550.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-270.13193894483004, -380.7942903677063, 5.8007697491318595]","[-0.554912383934253, 0.0, 0.0, 0.8319087967778704]",16415986555.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-241.5323905116576, -390.317084499584, 5.844887464450366]","[-0.6072325128418574, 0.0, 0.0, 0.7945241817262477]",16415986560.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-221.8416492341647, -394.5722278406426, 5.887774378587153]","[-0.6439342843312449, 0.0, 0.0, 0.7650808045316568]",16415986565.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-191.77702614972128, -397.7361901834629, 5.959872172435922]","[-0.6908428306358445, 0.0, 0.0, 0.7230049677277839]",16415986570.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-171.69566219894313, -397.6005925669779, 6.01755918110959]","[0.7231487241399039, 0.0, 0.0, -0.6906923503086083]",16415986575.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-141.78493660283465, -394.0660615164797, 6.107587100835644]","[0.7640874666040293, 0.0, 0.0, -0.6451126594468879]",16415986580.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-122.13041774148084, -389.72154708893584, 6.137969650064207]","[0.7903247203793934, 0.0, 0.0, -0.6126882048458528]",16415986585.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-93.38832719893742, -380.2986412079979, 6.093504918358839]","[0.8255084519699887, 0.0, 0.0, -0.5643897551569419]",16415986590.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-74.93094457173541, -372.162103064415, 5.992717482677598]","[0.8467172567309155, 0.0, 0.0, -0.5320431252765823]",16415986595.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-48.388794931096434, -357.54335048969403, 5.807352791525702]","[0.8719939614824002, 0.0, 0.0, -0.4895166300936367]",16415986600.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-31.43951614749843, -346.4600881873608, 5.729257476505829]","[0.8843652760741777, 0.0, 0.0, -0.46679552105203787]",16415986605.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-6.833298027859656, -328.57343424647473, 5.745120370423187]","[0.8957152967852732, 0.0, 0.0, -0.44462805478834777]",16415986610.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[9.15748667927056, -316.13482491204735, 5.738191622635714]","[0.9002419555472442, 0.0, 0.0, -0.43538996482747944]",16415986615.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[32.734972178260136, -296.9886497894034, 5.71423340555366]","[0.904772976493152, 0.0, 0.0, -0.4258941899201281]",16415986620.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[48.34028960143775, -283.9988301808162, 5.692345083910812]","[0.9059694007075028, 0.0, 0.0, -0.4233431763731268]",16415986625.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[71.702549065214, -264.4252231315594, 5.63785988072563]","[0.9059169073028384, 0.0, 0.0, -0.4234554959648779]",16415986630.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[87.26068655257775, -251.44421050529579, 5.607139360833498]","[0.9054742736940964, 0.0, 0.0, -0.4244011541904058]",16415986635.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[110.64130660808995, -232.01331461430394, 5.509572278845315]","[0.9052448746590704, 0.0, 0.0, -0.4248902410075852]",16415986640.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[126.22724268604522, -218.99554568589963, 5.483720738549433]","[0.9055850677589548, 0.0, 0.0, -0.4241646909538903]",16415986645.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[149.57929970059152, -199.52695233931325, 5.413054586859779]","[0.9056058824514184, 0.0, 0.0, -0.424120249067865]",16415986650.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[165.12497370502035, -186.5902210995815, 5.357048322510657]","[0.9052311404079718, 0.0, 0.0, -0.42491950112425186]",16415986655.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[188.50184568421162, -167.1905564505204, 5.275471752213662]","[0.90488193155364, 0.0, 0.0, -0.42566264805330706]",16415986660.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[204.1355682618514, -154.2378805374521, 5.217067263712494]","[0.9047622934323921, 0.0, 0.0, -0.4259168843600333]",16415986665.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[227.60029096018937, -134.80523958041388, 5.144907909799002]","[0.9048140103957816, 0.0, 0.0, -0.4258070062733847]",16415986670.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[243.2337581982197, -121.86928927245377, 5.140447506573928]","[0.9047938549773582, 0.0, 0.0, -0.4258498326819108]",16415986675.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[266.69210913813015, -102.46951546472648, 5.083666118685329]","[0.9053012345408746, 0.0, 0.0, -0.4247701434173172]",16415986680.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[282.3034545166468, -89.49018728736226, 5.054230639156273]","[0.9058332155330209, 0.0, 0.0, -0.4236344953342535]",16415986685.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[305.3174060119741, -69.72202313381979, 5.018367975952607]","[0.9119667544351404, 0.0, 0.0, -0.41026410859961476]",16415986690.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[320.19992298618746, -56.086153801975385, 4.977471611674709]","[0.9184738480845251, 0.0, 0.0, -0.3954817194066049]",16415986695.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[341.45856633466695, -34.49411601318323, 4.920359968233491]","[0.9321645922548776, 0.0, 0.0, -0.362034767593249]",16415986700.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[354.58709860752407, -19.191391379341816, 4.901679757646375]","[0.9422001766229531, 0.0, 0.0, -0.3350504845119256]",16415986705.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[372.3039933058958, 5.261598186479178, 4.910751962386443]","[0.9588465922606791, 0.0, 0.0, -0.2839246599189348]",16415986710.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[382.65692293180183, 22.566332155517085, 4.866158816856892]","[0.9681325194339654, 0.0, 0.0, -0.25043846512555223]",16415986715.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[395.67031963536084, 49.85128017472633, 4.784762530220629]","[0.9811200022162819, 0.0, 0.0, -0.19339995152823333]",16415986720.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[402.46822430487543, 68.80953058122097, 4.707718142016844]","[0.9882811676418122, 0.0, 0.0, -0.15264446824086472]",16415986725.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[409.68738442126823, 98.18539768333845, 4.625958672357562]","[0.9958606543730564, 0.0, 0.0, -0.09089310794371641]",16415986730.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[412.46187451647427, 118.17228590612164, 4.63875326110783]","[0.9986650624072816, 0.0, 0.0, -0.05165358774625949]",16415986735.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[413.2653563148418, 148.35509584582255, 4.629015793804172]","[0.9998780279389599, 0.0, 0.0, 0.01561823437192956]",16415986740.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[411.56870706774737, 168.3787514183485, 4.595828871957565]","[0.9981416443236053, 0.0, 0.0, 0.06093650684909274]",16415986745.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[405.57411257204177, 197.8917674399146, 4.54887165874387]","[0.9913090031461778, 0.0, 0.0, 0.13155402039212358]",16415986750.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[399.35637940344895, 217.03523206867465, 4.470348003954413]","[0.9845411478513255, 0.0, 0.0, 0.17515344183770534]",16415986755.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[386.9381025762172, 244.56917532307475, 4.324282152532803]","[0.9707536684919192, 0.0, 0.0, 0.24007772722491585]",16415986760.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[376.64122173519814, 261.92413601462033, 4.2373553842674205]","[0.9593617381874024, 0.0, 0.0, 0.28217911918149763]",16415986765.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[358.43127216315634, 286.1039713729913, 4.074483609815951]","[0.9381499330690272, 0.0, 0.0, 0.34622926375825]",16415986770.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[344.5612204520546, 300.7106853109217, 3.9311238958841876]","[0.921313411299694, 0.0, 0.0, 0.3888207789706214]",16415986775.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[321.4023186644729, 320.1843428235814, 3.73647691869623]","[0.8931998978331611, 0.0, 0.0, 0.44965980753324003]",16415986780.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[304.57657821962215, 331.41126683739645, 3.6125725431530356]","[0.8727901764157768, 0.0, 0.0, 0.48809559304722]",16415986785.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[280.0404563070532, 344.37435451151583, 3.49984993341549]","[0.8423678897988277, 0.0, 0.0, 0.5389029024192297]",16415986790.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[258.9797041888463, 352.6476844242711, 3.424576791946791]","[0.8136279742546731, 0.0, 0.0, 0.5813858611199939]",16415986795.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[229.76636178710703, 360.3119299084628, 3.394960797916738]","[0.7721502435342058, 0.0, 0.0, 0.6354400061454004]",16415986800.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[209.7792365772614, 363.19070669724204, 3.3603944817312055]","[0.7424231865871759, 0.0, 0.0, 0.6699311994658433]",16415986805.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[179.54612218292874, 364.30935783213994, 3.282150252321358]","[0.7023155688079603, 0.0, 0.0, 0.7118657470407964]",16415986810.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[159.45797795825368, 363.13952139601025, 3.2943007498143686]","[0.6756884000300961, 0.0, 0.0, 0.7371873480091536]",16415986815.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[129.47758613865724, 359.2060429533277, 3.4071681701926906]","[0.6484530099669487, 0.0, 0.0, 0.761254683969041]",16415986820.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[109.53747057039755, 355.6965405116773, 3.4160142070250927]","[0.6389590857335955, 0.0, 0.0, 0.7692407209440278]",16415986825.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[79.6767136975155, 349.7763154547595, 3.401854872421893]","[0.6321202228909203, 0.0, 0.0, 0.7748703270950135]",16415986830.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[59.8302573562168, 345.62888284358456, 3.422534470845683]","[0.6291942126984206, 0.0, 0.0, 0.7772481217132755]",16415986835.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[30.1753666079186, 339.2013211781832, 3.424703362010419]","[0.6253807955486261, 0.0, 0.0, 0.7803197168846674]",16415986840.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[10.503326614159425, 334.6308679233355, 3.385032569587132]","[0.6193151672184277, 0.0, 0.0, 0.7851424862107583]",16415986845.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-18.9155731649955, 327.1051333788094, 3.2906949264208833]","[0.6049952873306442, 0.0, 0.0, 0.7962290514090221]",16415986850.002932
LVMS,TUM,High speed multi-agent laps with Polimove,"[-38.371202978465575, 321.3364391212279, 3.26533502964897]","[0.5924040399276711, 0.0, 0.0, 0.8056410202300862]",16415986855.002932
