Track,Vehicle,Description,Translation,Rotation,Timestamp
LVMS,TUM,High speed multi-agent laps with Euroracing,"[79.53401003222247, -257.95163991741026, 5.5818893003169725]","[0.9048863134924433, 0.0, 0.0, -0.42565333271813527]",16415958765.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[96.01481292946055, -244.2532266633921, 5.553520883280326]","[0.9056714120172297, 0.0, 0.0, -0.4239802984275535]",16415958770.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[106.99183269440111, -235.08144905082014, 5.577344872134452]","[0.9055891245973344, 0.0, 0.0, -0.4241560295587386]",16415958775.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[123.48192987513771, -221.35305376908696, 5.539318769745989]","[0.9051622422759357, 0.0, 0.0, -0.4250662479637736]",16415958780.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[134.50436772280835, -212.22819194914004, 5.517160373882344]","[0.9046669378505298, 0.0, 0.0, -0.42611938651057124]",16415958785.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[151.02019983500213, -198.5478063971946, 5.487080479441431]","[0.90511166401979, 0.0, 0.0, -0.42517393576667756]",16415958790.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[162.0205569656186, -189.40731140302782, 5.462301028940622]","[0.9053322736732896, 0.0, 0.0, -0.4247039842590975]",16415958795.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[178.51507529314696, -175.69006690288455, 5.40592486783644]","[0.9055955921942451, 0.0, 0.0, -0.4241422207212511]",16415958800.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[189.522009862161, -166.550227502848, 5.385233433226674]","[0.9049446849892967, 0.0, 0.0, -0.4255292200420817]",16415958805.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[206.06641991097123, -152.88084210849695, 5.311474483610951]","[0.9047170094002731, 0.0, 0.0, -0.42601306658578675]",16415958810.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[217.09390466136088, -143.77069037609837, 5.281408687605207]","[0.9051827218577008, 0.0, 0.0, -0.4250226347505323]",16415958815.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[233.58935794203097, -130.05068002932373, 5.2101689361605565]","[0.9056745600866957, 0.0, 0.0, -0.423973573718658]",16415958820.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[244.5754791632817, -120.8888218339914, 5.168107499674072]","[0.9055975012748574, 0.0, 0.0, -0.4241381445764276]",16415958825.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[261.0896171616547, -107.19088520921251, 5.119710801520981]","[0.9051562078792181, 0.0, 0.0, -0.4250790977426596]",16415958830.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[272.09927080749554, -98.06234722516807, 5.093777065262088]","[0.9052813672860555, 0.0, 0.0, -0.42481248339083677]",16415958835.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[288.5163002943092, -84.30260211786103, 5.075220682312931]","[0.907271107807211, 0.0, 0.0, -0.4205462363858177]",16415958840.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[299.33978489718993, -75.01298106103745, 5.059871456576104]","[0.9097375312516699, 0.0, 0.0, -0.41518384389583]",16415958845.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[315.28297756036676, -60.76943323314005, 5.0007880942058485]","[0.9156931039204802, 0.0, 0.0, -0.40187826444394403]",16415958850.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[325.60582110937247, -50.96505187594266, 4.978793154699748]","[0.9215092000161237, 0.0, 0.0, -0.38835652986095626]",16415958855.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[340.5247061827871, -35.71291879971, 4.940676140629607]","[0.9302463957595308, 0.0, 0.0, -0.3669354754945377]",16415958860.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[350.0094527478312, -25.126042415903637, 4.978409503738945]","[0.9375178885283802, 0.0, 0.0, -0.3479370757612468]",16415958865.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[363.27703326720274, -8.465492796370455, 4.999808323864239]","[0.9495820833921295, 0.0, 0.0, -0.3135185272047932]",16415958870.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[371.36681964777506, 3.179676044794117, 5.011841934440656]","[0.9579447989343717, 0.0, 0.0, -0.28695254345376703]",16415958875.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[382.37227630920796, 21.42192292804038, 4.969840271272673]","[0.9680736358191915, 0.0, 0.0, -0.25066598419373]",16415958880.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[388.8802303803383, 34.0425162324781, 4.920029375475188]","[0.9742929556587562, 0.0, 0.0, -0.22528478988543635]",16415958885.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[397.35837994692645, 53.60473267471787, 4.835302462022362]","[0.982947608199116, 0.0, 0.0, -0.18388583288453017]",16415958890.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[402.0780102815361, 67.0178514051826, 4.767005154672816]","[0.9878327978945487, 0.0, 0.0, -0.15551965600472414]",16415958895.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[407.6700823692857, 87.62549396032743, 4.689302514436868]","[0.9936044333435398, 0.0, 0.0, -0.11291691653628903]",16415958900.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[410.39867611114073, 101.59878245773108, 4.666849897482585]","[0.9965011190751164, 0.0, 0.0, -0.08357942140288274]",16415958905.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[412.94195586957807, 122.80836145353322, 4.664954096298189]","[0.9992734145225768, 0.0, 0.0, -0.0381135543919822]",16415958910.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[413.4938909768457, 137.01994882645897, 4.595863073336901]","[0.9999875425377063, 0.0, 0.0, -0.004991469663231529]",16415958915.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[412.5946287121691, 158.34297237790523, 4.574282359015612]","[0.9990077543333648, 0.0, 0.0, 0.044536578020853534]",16415958920.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[410.8718927783471, 172.5137077392958, 4.576746275511624]","[0.9972286622056435, 0.0, 0.0, 0.07439754885439666]",16415958925.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[406.6197032903739, 193.4702536399832, 4.521875102906286]","[0.9925093298058365, 0.0, 0.0, 0.12216885956891488]",16415958930.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[402.62284778721636, 207.15853326229447, 4.470188754209225]","[0.9877041091958059, 0.0, 0.0, 0.15633487351745806]",16415958935.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[395.01931809047267, 227.17489878338822, 4.354070970824232]","[0.9792912302642973, 0.0, 0.0, 0.20245662826254712]",16415958940.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[388.93792437051695, 240.1102407160476, 4.253165222834745]","[0.9727178949686048, 0.0, 0.0, 0.23199115674492085]",16415958945.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[378.32879118582895, 258.7431895028033, 4.1332743004472405]","[0.9609823548628815, 0.0, 0.0, 0.2766096774196284]",16415958950.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[370.29065373825784, 270.5648720188229, 4.055652968957784]","[0.9511436934390507, 0.0, 0.0, 0.30874856182842575]",16415958955.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[356.82659186251965, 287.28648449317166, 3.8733232001231537]","[0.9353004399354459, 0.0, 0.0, 0.3538546128801509]",16415958960.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[346.98714295860043, 297.6997274200247, 3.789465716121189]","[0.9244014707017911, 0.0, 0.0, 0.3814209236058842]",16415958965.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[331.08936370497713, 312.19783832900464, 3.656486003676207]","[0.9066848316105799, 0.0, 0.0, 0.4218087435405937]",16415958970.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[319.7805552351852, 321.0467825177099, 3.5979006047783457]","[0.893087116894425, 0.0, 0.0, 0.44988376458503565]",16415958975.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[301.82347187630097, 332.90293223495956, 3.5246825781893847]","[0.8688229088813285, 0.0, 0.0, 0.49512296755754176]",16415958980.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[289.2157890707136, 339.80713484179205, 3.444369078448659]","[0.853088393825028, 0.0, 0.0, 0.5217664154782616]",16415958985.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[269.5518783452773, 348.6271175042866, 3.3720202863460713]","[0.8275417037937138, 0.0, 0.0, 0.5614042469399365]",16415958990.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[256.03607206470366, 353.4614260512466, 3.3682989891910324]","[0.8091811946901915, 0.0, 0.0, 0.5875591835379262]",16415958995.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[235.24904027635947, 359.03579531054646, 3.347653264993923]","[0.7790714808962738, 0.0, 0.0, 0.6269351064138036]",16415959000.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[221.13583012551433, 361.6142294825046, 3.3174505436257675]","[0.759117599460858, 0.0, 0.0, 0.6509535084695253]",16415959005.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[199.7487939503256, 363.87100819234325, 3.261136996413896]","[0.7285779107209127, 0.0, 0.0, 0.6849629391503965]",16415959010.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[185.42080961284196, 364.2634414062999, 3.231955424575574]","[0.7068480426825343, 0.0, 0.0, 0.70736542504979]",16415959015.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[163.91032807627715, 363.36425696081653, 3.207999724315613]","[0.680365630137237, 0.0, 0.0, 0.7328728466302734]",16415959020.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[149.60989317946687, 361.96939010092706, 3.258608207447267]","[0.6654623329126139, 0.0, 0.0, 0.7464314325338273]",16415959025.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[128.24222051981715, 358.9511574025711, 3.3643621629231433]","[0.6493815313483744, 0.0, 0.0, 0.7604627714383133]",16415959030.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[114.05728589914997, 356.5036654347352, 3.3979859440977123]","[0.6404773266671882, 0.0, 0.0, 0.7679770791014872]",16415959035.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[92.83792029087655, 352.41989228110504, 3.3801545386598235]","[0.6348276296708447, 0.0, 0.0, 0.7726537909092901]",16415959040.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[78.7278880189705, 349.53327820814775, 3.377885798529988]","[0.6313025812647243, 0.0, 0.0, 0.7755366212426698]",16415959045.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[57.59108014501776, 345.0979033488336, 3.3910384866087]","[0.6291382255383219, 0.0, 0.0, 0.7772934408358864]",16415959050.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[43.507441245106705, 342.08714235410645, 3.4408294670829846]","[0.629136289625063, 0.0, 0.0, 0.7772950077524035]",16415959055.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[22.4363633466675, 337.4462749884604, 3.4235937808515047]","[0.6234738530357139, 0.0, 0.0, 0.7818442009638501]",16415959060.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[8.419222141755828, 334.16614695734086, 3.399121630042643]","[0.6203972147712579, 0.0, 0.0, 0.7842877634542476]",16415959065.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-12.51148655798785, 328.88044788208157, 3.32601113376656]","[0.6094077454266359, 0.0, 0.0, 0.7928569857256885]",16415959070.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-26.377939013681676, 325.0154510637705, 3.29375566742198]","[0.601692299572444, 0.0, 0.0, 0.798727974115859]",16415959075.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-47.03863729981721, 318.7078477466362, 3.29807145216936]","[0.5882911563171035, 0.0, 0.0, 0.8086491918001806]",16415959080.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-60.68040726343179, 314.0982538150224, 3.2542358173897448]","[0.5783356645892014, 0.0, 0.0, 0.8157989084720367]",16415959085.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-80.85705559204274, 306.47847880788765, 3.280573888471341]","[0.5602857926055259, 0.0, 0.0, 0.828299360499812]",16415959090.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-94.10364626287864, 300.9058052363602, 3.312045198536784]","[0.5481220669689819, 0.0, 0.0, 0.8363983498917552]",16415959095.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-113.65270662322145, 291.83555781153154, 3.3695674801686604]","[0.529000419629496, 0.0, 0.0, 0.8486215623184561]",16415959100.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-126.44441190282306, 285.3097640171449, 3.4078768731650637]","[0.5171064336205129, 0.0, 0.0, 0.8559211040208521]",16415959105.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-145.24154641784557, 274.80834875738924, 3.4681791696191837]","[0.49572142228004856, 0.0, 0.0, 0.8684815896106525]",16415959110.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-157.47586774813908, 267.3013472111351, 3.4856961008233895]","[0.48293936836193674, 0.0, 0.0, 0.8756537937370987]",16415959115.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-175.3909466336162, 255.34259687840606, 3.538779671032181]","[0.4623878521078368, 0.0, 0.0, 0.8866777736151399]",16415959120.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-186.98882879124716, 246.91479377253458, 3.5477625268378716]","[0.4466423445364141, 0.0, 0.0, 0.8947125885260668]",16415959125.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-203.85801850006663, 233.55314698882248, 3.6542475708782263]","[0.42658590839810334, 0.0, 0.0, 0.9044470480664774]",16415959130.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-214.79405445674212, 224.239619019958, 3.6764391423942087]","[0.41469346638996435, 0.0, 0.0, 0.9099611689151771]",16415959135.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-230.68195993466503, 209.70217204400493, 3.7134377540783703]","[0.39395963737719975, 0.0, 0.0, 0.9191277409139741]",16415959140.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-240.90676167151517, 199.62038117139224, 3.734858041816416]","[0.3799267407525811, 0.0, 0.0, 0.9250165791277046]",16415959145.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-255.60383004051135, 183.88814128400895, 3.736086562590266]","[0.35675098473127836, 0.0, 0.0, 0.934199515571092]",16415959150.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-264.9722560244743, 173.01116212312456, 3.7765963333433348]","[0.34237828934025955, 0.0, 0.0, 0.9395621889946602]",16415959155.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-278.4397088882044, 156.20421537905548, 3.800745953566775]","[0.32220905035129144, 0.0, 0.0, 0.9466685417144265]",16415959160.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-286.99858314713543, 144.68437215853416, 3.852130134169329]","[0.30824864586504597, 0.0, 0.0, 0.9513058248125917]",16415959165.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-299.15453268668733, 126.94548341007025, 3.9108461284981146]","[0.2860322858677613, 0.0, 0.0, 0.9582199807148999]",16415959170.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-306.79885413342356, 114.82117081081024, 3.9475665934372586]","[0.2714953774007818, 0.0, 0.0, 0.9624397435943755]",16415959175.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-317.6142617866951, 96.24129785533486, 4.001895624126931]","[0.25095820984405, 0.0, 0.0, 0.9679979219563799]",16415959180.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-324.4428618949706, 83.62157962768921, 4.063435504909606]","[0.2402208167868682, 0.0, 0.0, 0.9707182697272417]",16415959185.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-334.1394048787145, 64.31968250365414, 4.181115220628648]","[0.22247835900658816, 0.0, 0.0, 0.9749376286582314]",16415959190.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-340.3491584260819, 51.133281922438556, 4.284239334977148]","[0.2151474079493443, 0.0, 0.0, 0.976581585354075]",16415959195.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-348.8051017434166, 32.45206806745212, 4.449507655028636]","[0.2079818348533547, 0.0, 0.0, 0.9781326885300541]",16415959200.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-355.67777885641914, 16.562328976677943, 4.525127653201677]","[0.19916177320449555, 0.0, 0.0, 0.9799666260103153]",16415959205.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-364.9223138978978, -5.626139050989271, 4.597698350234337]","[0.19473485276772018, 0.0, 0.0, 0.980855920672111]",16415959210.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-371.20962133971926, -20.907587375313135, 4.626940537645272]","[0.193056972925315, 0.0, 0.0, 0.9811875484355242]",16415959215.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-379.7374160327496, -41.97791941250841, 4.686742968106714]","[0.18834784847875108, 0.0, 0.0, 0.9821023816147813]",16415959220.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-386.4287598425343, -59.1636773945199, 4.7218202583204665]","[0.18134199127633324, 0.0, 0.0, 0.9834200944662125]",16415959225.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-394.5880771744353, -82.03230278182222, 4.711575859760501]","[0.1599037578424922, 0.0, 0.0, 0.9871326092414584]",16415959230.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-399.30047958776663, -97.20922436369096, 4.673101313463526]","[0.1412217930805278, 0.0, 0.0, 0.9899779821587552]",16415959235.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-405.0314477272979, -119.77485101808074, 4.710547090910708]","[0.1076752897256368, 0.0, 0.0, 0.9941861153639695]",16415959240.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-407.7901754449922, -134.7254553989302, 4.807154316593561]","[0.0789671789417105, 0.0, 0.0, 0.9968772164364014]",16415959245.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-410.27175579164634, -156.97107692498906, 4.917543815586718]","[0.03549751237367632, 0.0, 0.0, 0.9993697647093795]",16415959250.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-410.7629752902335, -171.70475168402615, 4.964339949277708]","[0.0019372880605735524, 0.0, 0.0, 0.9999981234557245]",16415959255.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-409.71699746849464, -193.58778023469785, 5.044815398536812]","[-0.045368385176427176, 0.0, 0.0, 0.9989703246976275]",16415959260.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-407.87028048198425, -207.9668829995728, 5.104450899241833]","[-0.07828866742694668, 0.0, 0.0, 0.9969307320734541]",16415959265.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-403.3464191127416, -229.1406111770073, 5.220489316888582]","[-0.12588078007909778, 0.0, 0.0, 0.9920453765865137]",16415959270.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-399.26101175383576, -242.92587387459068, 5.322296237048029]","[-0.15672105377584486, 0.0, 0.0, 0.9876429067752114]",16415959275.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-391.5820198446731, -262.9803887956319, 5.403320322152078]","[-0.20101909247889752, 0.0, 0.0, 0.9795873235495448]",16415959280.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-385.4274405286021, -275.8346521885932, 5.456061268854995]","[-0.23432540708719238, 0.0, 0.0, 0.9721582194238866]",16415959285.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-374.68409170895825, -294.2381014624844, 5.529622275554267]","[-0.2819046772915785, 0.0, 0.0, 0.9594424177203815]",16415959290.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-366.5828216513046, -305.8684905475962, 5.552941851472731]","[-0.31135692142793303, 0.0, 0.0, 0.9502930429498682]",16415959295.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-353.1525074356191, -322.3168796301484, 5.5948962212802655]","[-0.35372261794834003, 0.0, 0.0, 0.9353503672698122]",16415959300.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-343.3975430360063, -332.5114333085854, 5.642381884494586]","[-0.38447255265578917, 0.0, 0.0, 0.9231364234252385]",16415959305.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-327.64582600803396, -346.6001860883755, 5.674463058775068]","[-0.42858965513213354, 0.0, 0.0, 0.9034992570631803]",16415959310.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-316.430487420161, -355.12803469229, 5.696464713889853]","[-0.4559469915662173, 0.0, 0.0, 0.8900069330526115]",16415959315.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-298.7153355141048, -366.56189324230445, 5.697827714937041]","[-0.49603744680075734, 0.0, 0.0, 0.8683011294311357]",16415959320.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-286.3842534365727, -373.29351714445886, 5.7229461777609885]","[-0.5203247572704236, 0.0, 0.0, 0.8539684695417478]",16415959325.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-267.21263172021753, -381.9565485447929, 5.756807602597036]","[-0.5608544644078254, 0.0, 0.0, 0.8279144096788094]",16415959330.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-254.00136215030244, -386.6720322970535, 5.78014845331829]","[-0.5875102786814071, 0.0, 0.0, 0.8092167030182307]",16415959335.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-233.7118588446371, -392.24309245599875, 5.824059125668654]","[-0.6220104563363908, 0.0, 0.0, 0.7830089349478683]",16415959340.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-219.95103195773507, -394.9398908715518, 5.851895742796799]","[-0.6452124425321374, 0.0, 0.0, 0.764003209418464]",16415959345.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-199.08477916117437, -397.3468725705082, 5.901810867929868]","[-0.6806631965722152, 0.0, 0.0, 0.7325964870459685]",16415959350.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-185.09828218482718, -397.85400506849976, 5.933286982602127]","[-0.7044654730011821, 0.0, 0.0, 0.7097382597473668]",16415959355.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-164.1081048764482, -396.9724820277414, 5.953263581307652]","[0.7346035361580653, 0.0, 0.0, -0.6784966062288492]",16415959360.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-150.20398791954406, -395.35306838046546, 5.9746581458175]","[0.7540937543101045, 0.0, 0.0, -0.656766784871534]",16415959365.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-129.56590876885429, -391.4878511373126, 6.015186337604362]","[0.7817412788635032, 0.0, 0.0, -0.6236028968188447]",16415959370.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-116.02412631582303, -387.94763471610054, 6.028392199487143]","[0.7986633769564875, 0.0, 0.0, -0.6017780407330094]",16415959375.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-96.10758187289481, -381.2680662057016, 6.000335115832989]","[0.8223742763897847, 0.0, 0.0, -0.5689468776013964]",16415959380.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-83.16844486659382, -375.8991803774185, 5.972694515934876]","[0.8383561412667894, 0.0, 0.0, -0.5451229039402574]",16415959385.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-64.26208025419687, -366.6079845000686, 5.828802352875954]","[0.8570848979022808, 0.0, 0.0, -0.5151751913551709]",16415959390.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-52.04102410478637, -359.6533249021535, 5.763176892558413]","[0.8695046680393512, 0.0, 0.0, -0.49392472327043685]",16415959395.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-34.21994484332885, -348.27861094289904, 5.690694880496778]","[0.8822505642473953, 0.0, 0.0, -0.47078014177018196]",16415959400.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-22.651241047501713, -340.2079716276722, 5.684036970924808]","[0.8894523773529263, 0.0, 0.0, -0.4570278639440133]",16415959405.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-5.639608277170883, -327.6013631410598, 5.71886824589755]","[0.8960073353468564, 0.0, 0.0, -0.4440392493965215]",16415959410.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[5.5255898085263855, -318.9680607402092, 5.708599203064487]","[0.8990774667100272, 0.0, 0.0, -0.43778957143161823]",16415959415.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[22.029150441797803, -305.7262762664411, 5.731977729031897]","[0.9035530303543007, 0.0, 0.0, -0.428476278617102]",16415959420.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[32.930155061400555, -296.76151735932797, 5.688396911877746]","[0.9047484595889135, 0.0, 0.0, -0.42594626993493956]",16415959425.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[49.20859886880731, -283.2044323009261, 5.679333705575603]","[0.9059671637757092, 0.0, 0.0, -0.42334796345346626]",16415959430.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[60.03833558587542, -274.1535246648527, 5.663195358766675]","[0.9060432629952625, 0.0, 0.0, -0.4231850724929906]",16415959435.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[76.30012174031337, -260.6047107462204, 5.647698402733563]","[0.9053340969197623, 0.0, 0.0, -0.424700097662431]",16415959440.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[87.13413867797071, -251.59923163817433, 5.577898897258751]","[0.9054484979328334, 0.0, 0.0, -0.42445614330714504]",16415959445.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[103.37362299083128, -238.06584227674614, 5.531368798088906]","[0.9053709337394634, 0.0, 0.0, -0.42462156367727266]",16415959450.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[114.19211283496696, -229.04230763319168, 5.5332128123649476]","[0.9055638915401271, 0.0, 0.0, -0.42420989891644556]",16415959455.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[130.44111683786775, -215.5368906934854, 5.4926929223142125]","[0.9052192553796873, 0.0, 0.0, -0.424944819582313]",16415959460.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[141.28035033618923, -206.54890265226, 5.480154875361325]","[0.9050406141080528, 0.0, 0.0, -0.4253251542231175]",16415959465.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[157.51333531127332, -193.06970642971527, 5.426705984890393]","[0.9053864467034157, 0.0, 0.0, -0.4245884856255088]",16415959470.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[168.3115577928983, -184.0569910507994, 5.381548132279697]","[0.9056135265974719, 0.0, 0.0, -0.42410392646577816]",16415959475.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[184.4916827850428, -170.50811798592824, 5.390429712745579]","[0.9057675385728388, 0.0, 0.0, -0.42377490023325]",16415959480.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[195.30787361373206, -161.51748520952523, 5.346720949406581]","[0.9050304119928979, 0.0, 0.0, -0.42534686241697545]",16415959485.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[211.5524933742235, -148.06845045854124, 5.303577718885627]","[0.9047182165192438, 0.0, 0.0, -0.42601050303747046]",16415959490.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[222.37305852203687, -139.10169112337618, 5.2629292985111675]","[0.9048987541673185, 0.0, 0.0, -0.42562688437930574]",16415959495.12345
